Time(us),Position(counts),Speed(rad/s)
2,2,0.0000
5002,2,0.0000
10003,2,0.0000
15004,2,0.0000
20004,2,0.0000
25004,2,0.0000
30004,2,0.0000
35004,2,0.0000
40004,2,0.0000
45004,2,0.0000
50004,2,0.0000
55004,2,0.0000
60004,2,0.0000
65004,2,0.0000
70004,2,0.0000
75004,2,0.0000
80004,2,0.0000
85004,2,0.0000
90004,2,0.0000
95004,2,0.0000
100004,2,0.0000
105004,2,0.0000
110004,2,0.0000
115004,2,0.0000
120004,2,0.0000
125004,2,0.0000
130004,2,0.0000
135004,2,0.0000
140004,2,0.0000
145004,2,0.0000
150004,2,0.0000
155004,2,0.0000
160004,2,0.0000
165004,2,0.0000
170004,2,0.0000
175004,2,0.0000
180004,2,0.0000
185004,2,0.0000
190004,2,0.0000
195004,2,0.0000
200004,2,0.0000
205004,2,0.0000
210004,2,0.0000
215004,2,0.0000
220004,2,0.0000
225004,2,0.0000
230004,2,0.0000
235004,2,0.0000
240004,2,0.0000
245004,2,0.0000
250004,2,0.0000
255004,2,0.0000
260004,2,0.0000
265004,2,0.0000
270004,2,0.0000
275004,2,0.0000
280004,2,0.0000
285004,2,0.0000
290004,2,0.0000
295004,2,0.0000
300004,2,0.0000
305004,2,0.0000
310004,2,0.0000
315004,2,0.0000
320004,2,0.0000
325004,2,0.0000
330004,2,0.0000
335004,2,0.0000
340004,2,0.0000
345004,2,0.0000
350004,2,0.0000
355004,2,0.0000
360004,2,0.0000
365004,2,0.0000
370004,2,0.0000
375004,2,0.0000
380004,2,0.0000
385004,2,0.0000
390004,2,0.0000
395004,2,0.0000
400004,2,0.0000
405004,2,0.0000
410004,2,0.0000
415004,2,0.0000
420004,2,0.0000
425004,2,0.0000
430004,2,0.0000
435004,2,0.0000
440004,2,0.0000
445004,2,0.0000
450004,2,0.0000
455004,2,0.0000
460004,2,0.0000
465004,2,0.0000
470004,2,0.0000
475004,2,0.0000
480004,2,0.0000
485004,2,0.0000
490004,2,0.0000
495004,2,0.0000
500004,2,0.0000
505004,2,0.0000
510004,2,0.0000
515004,2,0.0000
520004,2,0.0000
525004,2,0.0000
530004,2,0.0000
535004,2,0.0000
540004,2,0.0000
545004,2,0.0000
550004,2,0.0000
555004,2,0.0000
560004,2,0.0000
565004,2,0.0000
570004,2,0.0000
575004,2,0.0000
580004,2,0.0000
585004,2,0.0000
590004,2,0.0000
595004,2,0.0000
600004,2,0.0000
605004,2,0.0000
610004,2,0.0000
615004,2,0.0000
620004,2,0.0000
625004,2,0.0000
